    38,0000005781,    3216,    -10982,    7755,    -5,    -8,     44,    -43,     3,    3186,    -11000,    7756,    -6,    -9,     40,    -31,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    39,0000005937,    3736,    -11126,    7360,    -5,    -20,     43,    -47,     4,    3716,    -11147,    7371,     0,    -16,     28,    -29,    -1,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    40,0000006093,    4252,    -11238,    6956,     0,    -17,     41,    -37,    -3,    4222,    -11260,    6960,    -9,    -11,     31,    -22,    -7,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    41,0000006250,    4778,    -11330,    6515,    -10,    -18,     42,    -36,    -3,    4749,    -11354,    6524,    -3,    -14,     36,    -29,    -2,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    42,0000006406,    5311,    -11424,    6072,     2,    -28,     47,    -33,     3,    5282,    -11446,    6084,    -1,    -22,     39,    -24,    -3,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    43,0000006562,    5786,    -11474,    5647,    -4,    -29,     49,    -31,    -3,    5765,    -11498,    5660,    -9,    -23,     35,    -16,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    44,0000006718,    6242,    -11475,    5203,    -6,    -21,     49,    -34,     3,    6209,    -11483,    5207,    -3,    -20,     33,    -20,    -3,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    45,0000006875,    6678,    -11435,    4722,    -7,    -28,     40,    -23,    -5,    6657,    -11453,    4728,     0,    -24,     38,    -19,    -2,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    46,0000007031,    7117,    -11366,    4213,    -5,    -37,     48,    -25,    -2,    7088,    -11366,    4218,    -1,    -23,     37,    -16,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    47,0000007187,    7517,    -11245,    3688,    -4,    -39,     45,    -26,     0,    7501,    -11245,    3698,     4,    -26,     30,    -12,    -3,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    48,0000007343,    7918,    -11117,    3171,    -7,    -40,     52,    -28,     1,    7889,    -11110,    3182,    -6,    -24,     31,    -15,    -1,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    49,0000007499,    8268,    -10949,    2655,    -5,    -34,     39,    -13,    -7,    8249,    -10942,    2655,     0,    -37,     42,    -13,    -2,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    50,0000007656,    8616,    -10747,    2107,    -7,    -36,     45,    -18,    -2,    8593,    -10728,    2097,    -2,    -36,     37,    -9,    -5,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    51,0000007812,    8962,    -10511,    1523,     0,    -39,     51,    -23,     5,    8940,    -10506,    1530,    -3,    -34,     31,    -8,    -3,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    52,0000007968,    9285,    -10265,     958,    -4,    -44,     46,    -14,     2,    9261,    -10246,     952,    -4,    -36,     29,    -3,    -3,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    53,0000008125,    9580,    -9975,     382,    -3,    -44,     45,    -9,     0,    9563,    -9970,     381,    -3,    -37,     34,    -9,    -2,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    54,0000008281,    9858,    -9677,    -183,    -4,    -47,     43,    -3,     0,    9841,    -9674,    -193,    -3,    -36,     35,    -4,    -1,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    55,0000008437,    10103,    -9367,    -722,     0,    -48,     43,    -2,     1,    10094,    -9377,    -731,    -2,    -41,     29,     4,     3,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
