0000000066,0000032500,-00031100,00071240,00018424,00028294,00079292,-00090854,00010469,-00093337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000067,0000033000,-00031243,00067688,00025522,00028284,00087529,-00083191,-00004754,-00093674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000068,0000033500,-00031328,00062477,00033454,00028263,00093980,-00073626,-00019796,-00093711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000069,0000034000,-00031365,00056852,00040206,00028244,00098168,-00062337,-00034184,-00093902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000070,0000034500,-00031343,00050197,00046303,00028224,00099947,-00049553,-00047806,-00093912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000071,0000035000,-00031300,00043308,00052622,00028201,00098995,-00035372,-00060452,-00093574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000072,0000035500,-00031265,00036628,00058554,00028189,00095363,-00020417,-00071696,-00093966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000073,0000036000,-00031146,00030112,00062419,00028168,00089418,-00005227,-00081285,-00093730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000074,0000036500,-00030945,00022285,00065599,00028151,00081078,00010346,-00089255,-00093210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000075,0000037000,-00030731,00015733,00067941,00028134,00070598,00025551,-00094969,-00093575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000076,0000037500,-00030499,00009619,00068551,00028126,00058611,00039944,-00098289,-00093420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000077,0000038000,-00030223,00003396,00068098,00028111,00045002,00053605,-00099004,-00093776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000078,0000038500,-00029936,-00002395,00067946,00028105,00030297,00065972,-00097101,-00093302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000079,0000039000,-00029676,-00007833,00066692,00028086,00014987,00076630,-00092564,-00093293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000080,0000039500,-00029382,-00011916,00063965,00028078,-00000217,00085418,-00085822,-00093357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000081,0000040000,-00029056,-00014902,00059068,00028080,-00015521,00092244,-00076798,-00093485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000082,0000040500,-00028766,-00016567,00053525,00028083,-00030275,00096752,-00065904,-00092992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000083,0000041000,-00028517,-00016490,00047798,00028084,-00044187,00098812,-00053494,-00093093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000084,0000041500,-00028251,-00016211,00041275,00028089,-00057410,00098468,-00039740,-00093011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000085,0000042000,-00028015,-00015180,00034672,00028096,-00069337,00095584,-00025137,-00092910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000086,0000042500,-00027838,-00013325,00028192,00028105,-00079473,00090242,-00010157,-00092883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000087,0000043000,-00027695,-00009650,00021170,00028112,-00087683,00082536,00005081,-00092327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000088,0000043500,-00027594,-00004691,00013584,00028130,-00093953,00072716,00020214,-00092318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000089,0000044000,-00027565,00000749,00006680,00028155,-00098229,00061535,00034600,-00092600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000090,0000044500,-00027594,00007481,00000549,00028165,-00099975,00048746,00048184,-00092381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000091,0000045000,-00027626,00014424,-00005857,00028180,-00099043,00034644,00060782,-00092162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000092,0000045500,-00027673,00021033,-00011671,00028201,-00095237,00019482,00072060,-00092372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000093,0000046000,-00027787,00027835,-00015716,00028219,-00089257,00004302,00081620,-00092481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000094,0000046500,-00027986,00035335,-00018570,00028241,-00080974,-00011174,00089552,-00091934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000095,0000047000,-00028202,00042250,-00020875,00028250,-00070593,-00026341,00095304,-00092845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000096,0000047500,-00028436,00048297,-00021173,00028265,-00058494,-00040794,00098565,-00092571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000097,0000048000,-00028711,00054301,-00021081,00028281,-00044873,-00054427,00099216,-00092571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000098,0000048500,-00028999,00060564,-00020522,00028301,-00030137,-00066819,00097283,-00092681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000099,0000049000,-00029277,00065747,-00019780,00028305,-00014898,-00077545,00092878,-00092753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000100,0000049500,-00029563,00069851,-00016591,00028313,00000302,-00086189,00086006,-00092644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000101,0000050000,-00029891,00072645,-00011836,00028318,00015593,-00092797,00076769,-00092525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000102,0000050500,-00030182,00074199,-00006677,00028315,00030353,-00097295,00065840,-00092890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000103,0000051000,-00030422,00074130,-00000901,00028305,00044322,-00099525,00053586,-00093291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000104,0000051500,-00030671,00073995,00005936,00028307,00057528,-00099215,00039894,-00092862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000105,0000052000,-00030915,00073339,00012313,00028302,00069408,-00096115,00025109,-00092735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000106,0000052500,-00031099,00070968,00018449,00028287,00079523,-00090757,00010083,-00093045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000107,0000053000,-00031228,00067414,00025862,00028281,00087761,-00083112,-00005083,-00093473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000108,0000053500,-00031328,00062434,00033406,00028266,00094121,-00073369,-00020196,-00093410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000109,0000054000,-00031377,00056715,00040310,00028244,00098248,-00062043,-00034585,-00093428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000110,0000054500,-00031340,00050210,00046383,00028227,00099954,-00049255,-00048144,-00093337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000111,0000055000,-00031321,00043289,00052703,00028216,00098926,-00035144,-00060645,-00093045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000112,0000055500,-00031258,00036452,00058250,00028190,00095216,-00020048,-00071949,-00093848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000113,0000056000,-00031139,00029660,00062580,00028177,00089153,-00004791,-00081521,-00093593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000114,0000056500,-00030933,00022308,00065586,00028162,00080880,00010697,-00089474,-00093365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000115,0000057000,-00030723,00015430,00067853,00028144,00070402,00025833,-00095093,-00093839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000116,0000057500,-00030492,00009598,00068416,00028126,00058360,00040267,-00098381,-00093985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000117,0000058000,-00030213,00003491,00067998,00028105,00044601,00053941,-00098949,-00093347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000118,0000058500,-00029931,-00002858,00067519,00028101,00029919,00066227,-00096969,-00093457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000119,0000059000,-00029665,-00007903,00066414,00028085,00014605,00076909,-00092432,-00094022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000120,0000059500,-00029365,-00011937,00063796,00028085,-00000567,00085676,-00085707,-00093120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000121,0000060000,-00029054,-00015276,00059042,00028079,-00015891,00092350,-00076517,-00093010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000122,0000060500,-00028762,-00016585,00053717,00028076,-00030596,00096749,-00065540,-00093129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000123,0000061000,-00028505,-00016452,00047407,00028085,-00044576,00098905,-00053161,-00093311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000124,0000061500,-00028239,-00015947,00041143,00028089,-00057725,00098586,-00039514,-00093193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000125,0000062000,-00028014,-00015317,00034517,00028102,-00069572,00095483,-00024796,-00092782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000126,0000062500,-00027824,-00013144,00027932,00028104,-00079665,00090054,-00009749,-00092664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000127,0000063000,-00027687,-00009602,00021017,00028109,-00087890,00082349,00005493,-00092445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000128,0000063500,-00027595,-00004515,00013391,00028126,-00094132,00072621,00020488,-00092627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000129,0000064000,-00027559,00001146,00006633,00028151,-00098294,00061266,00034917,-00092964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000130,0000064500,-00027585,00007647,00000284,00028171,-00099961,00048448,00048467,-00092946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000131,0000065000,-00027621,00014736,-00006091,00028175,-00099021,00034279,00061115,-00092818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000132,0000065500,-00027672,00021127,-00011492,00028206,-00095131,00019166,00072283,-00092399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000133,0000066000,-00027798,00027817,-00015735,00028220,-00089114,00003984,00081802,-00092672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000134,0000066500,-00027999,00035505,-00018736,00028241,-00080689,-00011532,00089643,-00092471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000135,0000067000,-00028206,00042385,-00020669,00028261,-00070374,-00026691,00095437,-00092863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000136,0000067500,-00028447,00048398,-00021200,00028271,-00058196,-00041175,00098673,-00092307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000137,0000068000,-00028716,00054588,-00021349,00028282,-00044572,-00054727,00099228,-00092744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000138,0000068500,-00029005,00060552,-00020706,00028293,-00029746,-00067042,00097129,-00092644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000139,0000069000,-00029277,00065960,-00019578,00028310,-00014537,-00077809,00092759,-00092443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000140,0000069500,-00029580,00070034,-00016456,00028308,00000686,-00086437,00085863,-00092607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000141,0000070000,-00029890,00072917,-00012041,00028325,00015922,-00092987,00076612,-00092342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000142,0000070500,-00030181,00074337,-00006435,00028315,00030703,-00097319,00065500,-00092798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000143,0000071000,-00030424,00074236,-00000436,00028303,00044682,-00099645,00053292,-00093354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000144,0000071500,-00030687,00073755,00005866,00028304,00057828,-00099200,00039558,-00092689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000145,0000072000,-00030921,00072949,00012499,00028299,00069630,-00096018,00024780,-00092971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000146,0000072500,-00031102,00070952,00018802,00028287,00079709,-00090560,00009687,-00093373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000147,0000073000,-00031243,00067637,00026126,00028275,00087981,-00082955,-00005487,-00093172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000148,0000073500,-00031322,00062512,00033556,00028262,00094294,-00073232,-00020524,-00093947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000149,0000074000,-00031362,00056442,00040455,00028239,00098359,-00061796,-00034939,-00093583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000150,0000074500,-00031345,00049848,00046902,00028226,00099950,-00048939,-00048453,-00093701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000151,0000075000,-00031309,00042869,00053093,00028202,00098880,-00034801,-00060945,-00093865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000152,0000075500,-00031259,00036234,00058458,00028194,00095093,-00019720,-00072178,-00093465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000153,0000076000,-00031130,00029580,00062791,00028177,00089015,-00004446,-00081751,-00093729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000154,0000076500,-00030937,00022112,00065909,00028157,00080632,00011069,-00089631,-00093903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000155,0000077000,-00030705,00015111,00067579,00028129,00070135,00026164,-00095183,-00093784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000156,0000077500,-00030489,00009242,00068307,00028122,00058030,00040589,-00098390,-00093557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000157,0000078000,-00030213,00003282,00068004,00028110,00044309,00054211,-00098941,-00093639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000158,0000078500,-00029923,-00003286,00067697,00028094,00029530,00066559,-00096917,-00093830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000159,0000079000,-00029652,-00008075,00066446,00028092,00014246,00077214,-00092370,-00093521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000160,0000079500,-00029353,-00012092,00063340,00028084,-00000924,00085811,-00085476,-00093357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000161,0000080000,-00029036,-00015340,00058987,00028073,-00016189,00092355,-00076206,-00092983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000162,0000080500,-00028756,-00016821,00053673,00028079,-00030959,00096776,-00065196,-00093138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000163,0000081000,-00028503,-00016429,00047504,00028082,-00044912,00098955,-00052860,-00093466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000164,0000081500,-00028249,-00016252,00040898,00028093,-00058043,00098574,-00039192,-00092928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000165,0000082000,-00028005,-00015225,00034151,00028094,-00069824,00095355,-00024432,-00092755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000166,0000082500,-00027825,-00013064,00028171,00028103,-00079891,00089875,-00009382,-00092965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000167,0000083000,-00027680,-00009096,00020640,00028119,-00088065,00082150,00005838,-00092490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000168,0000083500,-00027596,-00004306,00013262,00028121,-00094251,00072402,00020789,-00092718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000169,0000084000,-00027566,00001385,00006331,00028152,-00098366,00060984,00035241,-00092390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000170,0000084500,-00027582,00008038,00000246,00028175,-00099974,00048077,00048830,-00091980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
