   1,         0,  6851, -8932,  2031,     1,     0,     4,     6,    12,  8136,     1,     0,     4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   2,       417,  7614, -8488,   821,     0,     3,     4,     7,    12,  7435,     0,     3,     4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   3,       834,  8242, -7900,  -403,     1,     1,     3,     5,    10,  6660,     1,     1,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   4,      1251,  8734, -7177, -1622,     1,     0,     2,     3,     6,  5805,     1,     0,     2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   5,      1668,  9076, -6327, -2809,     1,     0,     3,     4,     3,  4848,     1,     0,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   6,      2085,  9260, -5372, -3948,     1,     1,     3,     5,     5,  3826,     1,     1,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   7,      2502,  9288, -4326, -5022,     1,     0,     3,     5,     7,  2718,     1,     0,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   8,      2919,  9156, -3204, -6009,     1,     1,     3,     5,     6,  1536,     1,     1,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   9,      3336,  8869, -2026, -6894,     1,     1,     3,     5,     9,   348,     1,     1,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  10,      3753,  8432,  -814, -7662,     1,     0,     3,     4,    12,  -868,     1,     0,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  11,      4170,  7848,   414, -8298,     1,     0,     3,     4,    15, -2076,     1,     0,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  12,      4587,  7130,  1630, -8794,     1,     0,     3,     3,    15, -3234,     1,     0,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  13,      5004,  6288,  2815, -9138,     1,     1,     3,     6,    11, -4323,     1,     1,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  14,      5421,  5337,  3952, -9326,     2,     2,     3,     7,     1, -5321,     2,     2,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  15,      5838,  4294,  5021, -9358,     0,    -1,     1,     0,    -8, -6278,     0,    -1,     1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  16,      6255,  3183,  6009, -9225,     1,    -1,     4,     4,   -10, -7144,     1,    -1,     4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  17,      6672,  2014,  6897, -8935,     1,     0,     2,     3,    -6, -7802,     1,     0,     2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  18,      7089,   813,  7664, -8492,     2,     2,     2,     6,    -1, -8319,     2,     2,     2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  19,      7506,  -404,  8299, -7902,     2,     1,     3,     7,     5, -8743,     2,     1,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  20,      7923, -1614,  8793, -7179,     1,     1,     3,     6,    11, -9036,     1,     1,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  21,      8340, -2795,  9137, -6330,     1,     0,     4,     5,    17, -9178,     1,     0,     4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  22,      8757, -3928,  9324, -5377,     0,     0,     3,     3,    19, -9161,     0,     0,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  23,      9174, -4994,  9351, -4329,     0,     0,     3,     3,    12, -8991,     0,     0,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  24,      9591, -5971,  9221, -3205,     1,     1,     4,     6,     3, -8671,     1,     1,     4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  25,     10008, -6852,  8929, -2028,     0,    -1,     2,     0,    -2, -8147,     0,    -1,     2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  26,     10425, -7612,  8487,  -811,     1,     1,     3,     6,     1, -7443,     1,     1,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  27,     10842, -8248,  7898,   412,     0,     0,     2,     3,     3, -6673,     0,     0,     2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  28,     11259, -8741,  7176,  1627,     0,     0,     3,     4,     5, -5822,     0,     0,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  29,     11676, -9081,  6327,  2811,     0,     0,     2,     3,     4, -4866,     0,     0,     2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  30,     12093, -9268,  5371,  3950,     1,     1,     4,     6,     0, -3840,     1,     1,     4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  31,     12510, -9300,  4320,  5019,     0,    -2,     3,     1,    -3, -2733,     0,    -2,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  32,     12927, -9166,  3199,  6008,     0,    -1,     2,     1,     0, -1545,     0,    -1,     2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  33,     13344, -8878,  2025,  6895,     0,     0,     2,     2,     0,  -349,     0,     0,     2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  34,     13761, -8436,   812,  7662,     0,    -3,     2,    -1,     0,   857,     0,    -3,     2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  35,     14178, -7852,  -412,  8300,     1,     0,     2,     3,     2,  2058,     1,     0,     2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  36,     14595, -7131, -1628,  8795,     1,     1,     2,     4,     2,  3221,     1,     1,     2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  37,     15012, -6290, -2818,  9138,     0,     0,     3,     2,     2,  4310,     0,     0,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  38,     15429, -5341, -3955,  9326,     0,    -1,     3,     2,     4,  5317,     0,    -1,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  39,     15846, -4301, -5029,  9354,     0,     0,     2,     2,     5,  6270,     0,     0,     2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  40,     16263, -3186, -6014,  9222,     0,    -1,     1,     0,     2,  7132,     0,    -1,     1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  41,     16680, -2016, -6898,  8934,     1,     0,     3,     5,     1,  7798,     1,     0,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  42,     17097,  -812, -7667,  8492,    -1,     0,     2,     1,    -1,  8319,    -1,     0,     2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  43,     17514,   409, -8301,  7903,     0,     0,     3,     3,    -5,  8740,     0,     0,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  44,     17931,  1616, -8795,  7180,     0,     0,     3,     3,   -16,  9032,     0,     0,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  45,     18348,  2793, -9137,  6333,     0,     0,     4,     4,   -24,  9175,     0,     0,     4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  46,     18765,  3923, -9325,  5375,     1,     0,     3,     4,   -19,  9154,     1,     0,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  47,     19182,  4986, -9353,  4327,     0,     0,     3,     2,    -5,  8999,     0,     0,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  48,     19599,  5966, -9222,  3206,     0,    -1,     3,     2,     6,  8679,     0,    -1,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  49,     20016,  6849, -8933,  2030,     0,     0,     3,     3,    11,  8148,     0,     0,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
